UNITID,OPEID,opeid6,INSTNM,CITY,STABBR,INSTURL,NPCURL,HCM2,PREDDEG,CONTROL,LOCALE,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,MENONLY,WOMENONLY,RELAFFIL,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,NPT4_PUB-AVERAGE-ANNUAL-COST,NPT4_PRIV,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP-REPORTED-GRAD-RATE,C200_L4_POOLED_SUPP,med_earnings_10yrs,gt_25k_p6,high_earning,prgm_prct_stem,ind_z_pre,ind_z_post,ind_z_shift
220701,350400,3504,Martin Methodist College,Pulaski,TN,www.martinmethodist.edu,mmcweb.martinmethodist.edu/mmcadmin/npc/npcalc.htm,0,3,PrivateNonProfit,32,0,0,0,0,0,0,0,0,0,71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0,0,0,0,0,0.0222,0,0.1,0,0,0,0,0,0.0667,0.0611,0,0.1,0,0,0.0722,0.0333,0,0.0389,0,0,0.0444,0.05,0.0111,0,0,0,0,0,0,0.1611,0.2056,0.0333,0,1144,0.6731,0.0962,0.021,0,0.0052,0,0,0.0507,0.1538,0.1119,1,NULL,15276,NULL,NULL,NULL,NULL,NULL,13945,16781,18776,NULL,NULL,0.5588,0.5515,NA,0.6667,NA,0.6213,0.1853,22875,253.9593938,0.555555556,0.380481707,NULL,29100,0.460843384,0,0.2833,0.40228066910980953,-0.4022806691098098,-0.8045613382196193
220808,350700,3507,Memphis College of Art,Memphis,TN,www.mca.edu,www.mca.edu/admissions/financial-aid/net-price-calculator/,0,3,PrivateNonProfit,11,0,0,0,0,0,0,0,0,0,NULL,500,620,410,530,NULL,NULL,560,470,NULL,19,25,19,26,16,23,NULL,NULL,22,23,20,NULL,1030,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,367,0.6022,0.248,0.0654,0.0163,0.0027,0,0.0572,0.0054,0.0027,0.1144,1,NULL,20870,NULL,NULL,NULL,NULL,NULL,15491,21841,22134,23493,23315,0.5694,0.6912,NA,NA,NA,0.7803,0.1141,31500,349.714575,0.585034014,0.474066667,NULL,26700,0.344537824,0,0,0.3531537184930534,-0.35315371849305355,-0.7063074369861069
221351,351900,3519,Rhodes College,Memphis,TN,www.rhodes.edu,npc.collegeboard.org/student/app/rhodes,0,3,PrivateNonProfit,11,0,0,0,0,0,0,0,0,0,66,590,690,580,680,NULL,NULL,640,630,NULL,27,31,28,33,25,30,NULL,NULL,29,31,28,NULL,1288,1288,0,0.0138,0,0,0,0,0.0138,0,0,0,0,0.0359,0,0,0.1077,0,0,0.1685,0.011,0,0,0,0.0331,0,0.0718,0,0.0552,0,0,0.2155,0,0,0,0,0.0608,0,0.1464,0.0663,0,2012,0.7778,0.0586,0.0328,0.0557,0.004,0,0.0303,0.0214,0.0194,0.003,1,NULL,24751,NULL,NULL,NULL,NULL,NULL,17008,21694,24058,24879,29086,0.1426,0.9259,NA,NA,NA,0.3979,0.0025,27000,299.75535,0.947530864,0.79733433,NULL,50300,0.704347849,1,0.2651,0.038776200849213405,-0.03877620084921343,-0.07755240169842684
221768,353100,3531,The University of Tennessee-Martin,Martin,TN,www.utm.edu,www.utm.edu/departments/finaid/calculator.php,0,3,Public,33,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,25,20,25,18,24,NULL,NULL,23,23,21,NULL,1050,1050,0.0707,0.0233,0,0,0.0321,0,0.0096,0,0.1221,0.0169,0,0.0112,0.0281,0,0.012,0,0,0.0418,0.0024,0,0.1261,0.0876,0,0,0.0233,0,0.0305,0.0209,0.0297,0.0241,0,0,0,0,0.0337,0.0586,0.1751,0.0201,0,6554,0.7601,0.1688,0.0214,0.0038,0.0026,0,0.0174,0.0259,0,0.0969,1,6933,NULL,4279,6546,10021,11065,10688,NULL,NULL,NULL,NULL,NULL,0.4709,0.6994,NA,0,NA,0.5605,0.1888,23750,263.6736875,0.714640199,0.476437173,NULL,34800,0.554253995,0,0.15259999999999999,-0.05426024991377667,0.05613129301425171,0.11039154292802839
221856,352400,3524,Tennessee Temple University,Chattanooga,TN,www.tntemple.edu,www.tntemple.edu/calculator,0,3,PrivateNonProfit,12,0,0,0,0,0,0,0,0,0,54,380,480,400,530,380,480,430,465,430,16,20,15,21,15,18,4,6,18,18,17,5,878,878,0,0,0,0,0,0,0,0,0.0952,0,0,0.0794,0,0,0.0159,0,0,0,0,0,0.127,0,0,0.2381,0,0,0.2063,0,0,0,0,0,0,0,0,0,0.2063,0.0317,0,704,0.6094,0.2642,0.0398,0.0028,0.0199,0,0.0355,0.0284,0,0.3594,1,NULL,15003,NULL,NULL,NULL,NULL,NULL,14563,12513,15330,18887,18538,0.7909,0.6667,NA,0,NA,0.9395,0.467,22583,250.7175952,0.581196581,0.221332787,NULL,33300,0.388571441,0,0,0.5033991137010673,-0.5207577038286902,-1.0241568175297575
221999,353500,3535,Vanderbilt University,Nashville,TN,www.vanderbilt.edu,npc.collegeboard.org/student/app/vanderbilt,0,3,PrivateNonProfit,11,0,0,0,0,0,0,0,0,0,NULL,700,780,710,790,680,770,740,750,725,32,34,32,35,30,35,8,10,33,34,33,9,1475,1475,0,0,0,0.0155,0.0239,0,0.0179,0,0.0466,0.1624,0,0.034,0.0054,0,0.0346,0,0,0.0657,0.0179,0,0.0967,0,0.0185,0,0.0203,0,0.0478,0,0.009,0.3027,0,0,0,0,0.037,0,0,0.0442,0,6794,0.6057,0.0802,0.0792,0.0848,0.0038,0.0006,0.0489,0.0578,0.039,0.0057,1,NULL,17340,NULL,NULL,NULL,NULL,NULL,7411,6793,9047,16926,32971,0.1429,0.9732,NA,NA,NA,0.1349,0.0023,13750,152.6531875,0.950101833,0.923592022,NULL,60900,0.793859661,1,0.2842,0.1317297413548954,-0.13627214622920208,-0.2680018875840975
222877,2081400,20814,Arlington Baptist College,Arlington,TX,arlingtonbaptistcollege.edu,arlingtonbaptistcollege.edu,0,3,PrivateNonProfit,11,0,0,0,0,0,0,0,0,0,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0,0,0,0,0,0,0,0.7692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0.7,0.1826,0.1,0,0.0087,0,0,0.0043,0.0043,0.1,1,NULL,13102,NULL,NULL,NULL,NULL,NULL,11262,11332,14988,15334,15072,0.6395,0.5,NA,0.5,NA,0.8369,0.2251,21000,233.14305,0.681318681,0.390246341,NULL,34000,0.426470578,0,0,0.3297583886535763,-0.3533125592716888,-0.6830709479252651
222938,2117100,21171,The Art Institute of Houston,Houston,TX,www.aih.aii.edu,tcc.noellevitz.com/edmc/Freshman-Students?iframe=true&width=600&height=1000,0,3,PrivateForProfit,11,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0,0,0,0,0.0394,0.1105,0.4596,0,0,0.0158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3136,0,0.0611,0,0,2300,0.2043,0.1826,0.3265,0.0365,0.0057,0.0022,0.0087,0,0.2335,0.2696,1,NULL,26501,NULL,NULL,NULL,NULL,NULL,25389,25856,29171,29761,29532,0.5836,0.4955,NA,0.3962,NA,0.7812,0.3845,30500,338.612525,0.544359255,0.425674134,NULL,32900,0.514155269,0,0.16570000000000001,0.4666967459326364,-0.4827897371716928,-0.9494864831043293
223232,354500,3545,Baylor University,Waco,TX,www.baylor.edu,www.baylor.edu/sfs/netpricecalculator/npcalc.htm,0,3,PrivateNonProfit,12,0,0,0,0,0,0,0,0,0,54,550,660,570,670,530,640,605,620,585,24,29,24,30,24,28,7,8,27,27,26,8,1215,1215,0,0.0078,4e-4,0.0018,0.0727,0,0.0173,0,0.0613,0.0336,0,0.0137,0.0262,0,0.017,0.0022,0,0.1237,0.0089,0,0.0114,0.0207,0.0151,7e-4,0.0151,0,0.0546,0,0.0148,0.0624,0,0,0,0.0018,0.0461,0.124,0.2333,0.0133,0,13221,0.6408,0.0741,0.1386,0.0646,0.0033,0.0003,0.0473,0.0289,0.002,0.0142,1,NULL,32333,NULL,NULL,NULL,NULL,NULL,26425,27775,30643,32273,37474,0.22,0.8825,NA,NA,NA,0.4916,0.0245,25281,280.6709261,0.873540302,0.746745579,NULL,49100,0.734479845,1,0.3226,0.08209013108543137,-0.08795371187724776,-0.17004384296267913
225511,365200,3652,University of Houston,Houston,TX,www.uh.edu/students,www.uh.edu/financial/net-price-calculator/index.php,0,3,Public,11,0,0,0,0,0,0,0,0,0,NULL,490,610,540,640,NULL,NULL,550,590,NULL,22,27,20,27,23,27,NULL,NULL,25,24,25,NULL,1136,1136,0,0.0021,0.0195,0,0.0593,0,0.0234,0,0,0.0515,0.0415,0.0103,0.0372,0,0.0216,0.0066,0,0.064,0.0157,0,0.0511,0.0417,0.0037,0,0.022,0,0.0742,0,0,0.071,0,0,0,0,0.0457,0.0332,0.2857,0.0188,0,30357,0.2843,0.1155,0.2998,0.2122,0.0015,0.0026,0.0311,0.0464,0.0067,0.2596,1,12822,NULL,9643,10648,14628,18641,19526,NULL,NULL,NULL,NULL,NULL,0.3879,0.8463,NA,0.7042,NA,0.4299,0.1935,20426,226.7704733,0.788099852,0.468494619,NULL,48300,0.724969447,1,0.2513,-0.003916188141463671,0.0040512291118591694,0.00796741725332284
225575,357700,3577,Huston-Tillotson University,Austin,TX,www.htu.edu,htfinaid.com/welcome,0,3,PrivateNonProfit,11,1,0,0,0,0,0,0,0,0,78,350,450,350,450,NULL,NULL,400,400,NULL,13,17,11,16,15,17,NULL,NULL,15,14,16,NULL,780,780,0,0,0,0,0.0248,0,0.0331,0,0.0744,0,0,0,0,0,0.0661,0,0,0.0744,0.0331,0,0,0.1901,0,0,0.0083,0,0.0331,0.0909,0,0.0909,0,0,0,0,0.0248,0,0.2314,0.0248,0,924,0.04,0.7305,0.1807,0.0043,0.0011,0,0.0032,0.0325,0.0076,0.092,1,NULL,17868,NULL,NULL,NULL,NULL,NULL,15993,17834,20345,22136,24479,0.7025,0.5121,NA,1,NA,0.8382,0.2365,NA,PrivacySuppressed,0.397236615,0.253985561,NULL,30500,0.493589729,0,0.14889999999999998,0.11675293964965291,-0.11675293964965304,-0.23350587929930594
225885,363700,3637,Jarvis Christian College,Hawkins,TX,www.jarvis.edu,www.netpricecalculator.com/npc.php?school=Jarvis-Christian-College-225885,0,3,PrivateNonProfit,42,1,0,0,0,0,0,0,0,0,61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0,0,0,0,0,0,0,0.2143,0,0,0,0,0,0,0,0,0.1667,0,0,0.0238,0,0.0238,0,0.0238,0,0,0.3333,0.0476,0.0238,0,0,0,0,0,0,0.1429,0,0,578,0.0363,0.8858,0.0727,0,0.0017,0.0035,0,0,0,0.0156,1,NULL,16469,NULL,NULL,NULL,NULL,NULL,14847,15860,18758,21172,20932,0.9005,0.5829,NA,0,NA,0.9619,0.0575,34773.5,386.0571357,0.280701754,0.109722358,NULL,25800,0.264227629,0,0.1905,-0.30064250643484364,0.3006425064348434,0.601285012869687
226231,358400,3584,LeTourneau University,Longview,TX,www.letu.edu,tcc.noellevitz.com/(S(crms2iwt5oswa40jf3oer0at))/LeTourneau%20University/Freshman%20Students,0,3,PrivateNonProfit,13,0,0,0,0,0,0,0,0,0,42,500,640,530,660,NULL,NULL,570,595,NULL,22,30,21,29,23,28,NULL,NULL,26,25,26,NULL,1175,1175,0,0,0,0,0.0017,0,0.005,0,0.1947,0.1015,0.0682,0,0,0,0.005,0,0,0.0067,0.0017,0,0.0333,0.0083,0,0.0166,0.0116,0,0.0682,0,0.0333,0.0067,0,0,0,0.0832,0,0.0133,0.3394,0.0017,0,2173,0.6383,0.0934,0.0911,0.011,0.0046,0.0009,0.0341,0.0456,0.081,0.3907,1,NULL,19814,NULL,NULL,NULL,NULL,NULL,15696,15825,17683,21171,24136,0.4086,0.7673,NA,0.3548,NA,0.7886,0.4087,29250,324.7349625,0.825286212,0.567371791,NULL,50000,0.782894731,1,0.208,0.15315829835402073,-0.15315829835402073,-0.30631659670804146
227377,3064600,30646,The University of Texas at Brownsville,Brownsville,TX,WWW.UTB.EDU,collegeforalltexans.com/apps/CollegeMoney/,0,3,Public,12,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0.0049,0.0078,0,0.0112,0,0.0355,0,0.0302,0.0054,0.0146,0.0214,0.0131,0.0161,0.019,0.1203,0,0.0399,0.0102,0,0.1022,0.0258,0,0,0.0049,0,0.0467,0.0526,0.0419,0.0209,0.0107,0.0316,0,0,0.0214,0.1675,0.1125,0.0117,0,10379,0.0397,0.0064,0.9028,0.0057,0.0009,0.0002,0.0001,0.0419,0.0024,0.4595,1,7793,NULL,7078,8015,10518,13007,12901,NULL,NULL,NULL,NULL,NULL,0.575,0.4571,NA,0.2087,NA,0.4499,0.2676,17709,196.6062035,0.6113091,0.251541369,NULL,29400,0.48149246,0,0.278,0.6898129972057158,-0.713599652281775,-1.4034126494874908
227429,360200,3602,Paul Quinn College,Dallas,TX,www.pqc.edu,www.pqc.edu/index.php?option=com_content&view=article&id=220&Itemid=239,0,3,PrivateNonProfit,11,1,0,0,0,0,0,0,0,0,51,360,440,360,450,380,490,400,405,435,13,18,11,16,14,18,11,12,16,14,16,12,775,775,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.0625,0,0,0,0.0625,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0,243,0.0123,0.8683,0.1111,0,0,0,0,0.0082,0,0.1111,1,NULL,13197,NULL,NULL,NULL,NULL,NULL,13197,NULL,NULL,NULL,NULL,0.7865,0.5714,NA,0,NA,0.8698,0.2757,NA,PrivacySuppressed,0.370689655,0.023176834,NULL,29500,0.424418598,0,0.0625,-0.11616301851061961,0.11616301851061979,0.23232603702123938
227526,363000,3630,Prairie View A & M University,Prairie View,TX,www.pvamu.edu,www.pvamu.edu/pages/6263.asp,0,3,Public,32,1,0,0,0,0,0,0,0,0,NULL,370,460,380,480,360,450,415,430,405,15,20,13,20,16,21,5,7,18,17,19,6,845,845,0.0189,0,0.0497,0,0.0427,0,0.0109,0,0,0.1173,0.0298,0,0.0089,0,0.0109,0,0,0.0427,0.007,0,0.0567,0.0427,0,0,0.0119,0,0.0726,0.0755,0.0308,0.0209,0,0,0,0,0.0089,0.2227,0.1064,0.0119,0,6731,0.0284,0.8568,0.0588,0.0244,0.0021,0.0004,0.011,0.0126,0.0055,0.0738,1,9394,NULL,7829,9163,12340,14476,14766,NULL,NULL,NULL,NULL,NULL,0.6541,0.6788,NA,0.5,NA,0.7982,0.118,29052,322.5367566,0.428358654,0.363462891,NULL,33600,0.536182344,0,0.4423,0.10720173414215181,-0.10720173414215182,-0.21440346828430362
227757,360400,3604,Rice University,Houston,TX,www.rice.edu,rice.studentaidcalculator.com/survey.aspx,0,3,PrivateNonProfit,11,0,0,0,0,0,0,0,0,0,NULL,670,760,700,790,670,770,715,745,720,31,34,31,35,30,35,8,9,33,33,33,9,1454,1454,0,0,0.0477,0.0187,0,0,0.0353,0,0,0.2293,0,0.0342,0,0,0.0259,0,0,0.1234,0.053900000000000003,0,0.0207,0.0508,0.0124,0,0.053900000000000003,0,0.0571,0,0.0031,0.1473,0,0,0,0,0.0508,0,0,0.0353,0,3920,0.3944,0.0643,0.1505,0.2138,0.0015,0,0.0469,0.1145,0.014,0.0135,1,NULL,16730,NULL,NULL,NULL,NULL,NULL,7799,8123,10187,20344,35553,0.1723,0.9817,NA,NA,NA,0.1798,0.0048,8413,93.40154665,0.964114833,0.917568454,NULL,59900,0.752577305,1,0.4958,0.21889028819130338,-0.21889028819130316,-0.43778057638260653
228246,361300,3613,Southern Methodist University,Dallas,TX,www.smu.edu,smu.edu/financial_aid/netprice/,0,3,PrivateNonProfit,21,0,0,0,0,0,0,0,0,0,71,600,690,620,700,590,680,645,660,635,27,31,27,33,26,32,8,9,29,30,29,9,1302,1302,0,0.0031,0,6e-4,0.0946,0,0.021,0,0.0025,0.0897,0,0.0303,0,0,0.0297,0.0297,0,0.0359,0.0396,0,0.0204,0.0254,0.0155,0,0.0167,0,0.0606,0,0.0099,0.1583,0,0,0,0,0.0699,6e-4,0.2263,0.0198,0,6295,0.6556,0.055,0.1172,0.0672,0.0043,0.0011,0.0295,0.0667,0.0033,0.0284,1,NULL,30408,NULL,NULL,NULL,NULL,NULL,19647,19451,26504,30937,40275,0.1735,0.8891,NA,1,NA,0.3247,0.0382,22500,249.796125,0.88442623,0.792912411,NULL,52200,0.7665236,1,0.20350000000000001,0.21151598465466628,-0.21880963929793074,-0.430325623952597
228325,361600,3616,Southwestern Assemblies of God University,Waxahachie,TX,www.sagu.edu,www.sagu.edu/financial-aid/net-price-calculator,0,3,PrivateNonProfit,21,0,0,0,0,0,0,0,0,0,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0,0,0,0.0152,0,0,0,0.1124,0,0,0.0095,0,0,0.0076,0.0724,0,0,0,0,0,0.019,0,0.5352,0,0,0.0686,0,0.0267,0.0076,0,0,0,0,0.04,0,0.0819,0.0038,0,1669,0.6393,0.0989,0.2061,0.0102,0.018,0.006,0.0078,0.0042,0.0096,0.1408,1,NULL,21158,NULL,NULL,NULL,NULL,NULL,20089,19026,21419,21973,24784,0.5322,0.6697,NA,0.3333,NA,0.7516,0.21,26500,294.204325,0.704225352,0.349655011,NULL,31600,0.544090033,0,0,0.0023580035827851183,-0.002439314051156934,-0.004797317633942052
228635,1001900,10019,University of Texas Southwestern Medical Center,Dallas,TX,www.utsouthwestern.edu,NULL,0,3,Public,11,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0.6,0.1,0,0.2,0,0,0,0.1,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0606,NA,NA,NA,NA,0.0909,0.6,NA,PrivacySuppressed,0.945454545,NULL,NULL,81500,0.964143455,1,1,0.02171780427786758,-0.022466694080553015,-0.044184498358420594
228644,365900,3659,The University of Texas Health Science Center at San Antonio,San Antonio,TX,www.uthscsa.edu,studentservices.uthscsa.edu/financialAid.aspx,0,3,Public,11,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,793,0.4174,0.0555,0.3468,0.1135,0.0013,0.0025,0.0277,0.0151,0.0202,0.0681,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2766,NA,NA,NA,NA,0.5946,0.5511,15755,174.9127978,0.925490196,PrivacySuppressed,NULL,71000,0.926590562,1,1,0.31743231847222503,-0.32837826048850854,-0.6458105789607336
228653,495200,4952,The University of Texas Medical Branch,Galveston,TX,www.utmb.edu,www.utmb.edu,0,3,Public,31,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,725,0.4386,0.1172,0.189,0.1752,0.0014,0.0028,0.029,0.0152,0.0317,0.1738,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2589,NA,NA,NA,NA,0.5547,0.531,15000,166.53075,0.919220056,NULL,NULL,68500,0.921630085,1,1,0.14254587981568145,-0.14746125498173962,-0.2900071347974211
228723,363200,3632,Texas A & M University-College Station,College Station,TX,www.tamu.edu,www.collegeforalltexans.com/apps/CollegeMoney/,0,3,Public,13,0,0,0,0,0,0,0,0,0,NULL,520,630,550,660,490,610,575,605,550,23,29,22,29,24,29,6,8,26,26,27,7,1182,1182,0.1108,0.0323,0.0139,9e-4,0.0288,0,0.0173,0,0,0.1435,0.0283,0.0068,0.0138,0,0.0237,0,0,0.0796,0.0105,0,0.0892,0.046,0.0021,0,0.0157,0,0.0474,0.002,0,0.0656,0,0,0,0.0043,0.0026,0.025,0.1667,0.023,0,43931,0.6791,0.0275,0.1964,0.0495,0.0029,0.001,0.0288,0.013,0.0019,0.1001,1,10912,NULL,3174,6771,13250,17368,18616,NULL,NULL,NULL,NULL,NULL,0.2162,0.9143,NA,0.8819,NA,0.3511,0.0308,19253,213.7477687,0.918415708,0.793307221,NULL,52900,0.791183889,1,0.3199,0.06322035419623087,-0.06540036640989409,-0.12862072060612495
228778,365800,3658,The University of Texas at Austin,Austin,TX,www.utexas.edu,www.collegeportraits.org/TX/UTAustin/,0,3,Public,11,0,0,0,0,0,0,0,0,0,NULL,550,670,590,710,550,680,610,650,615,25,31,25,33,26,32,7,9,28,29,29,8,1262,1262,0,5e-4,0.0061,0.0127,0.1136,0.0013,0.0248,0,0,0.1099,0,0.0229,0.0344,0,0.0299,0.0112,0,0.079,0.0239,0,0.0467,0.0213,0.0089,0,0.0254,0,0.0365,0,0.0091,0.1121,0,0,0,0,0.0306,0.0394,0.1779,0.0218,0,39323,0.4754,0.0429,0.2182,0.1792,0.0022,0.0011,0.0314,0.0465,0.0032,0.0693,1,15721,NULL,7667,11560,17147,21643,23731,NULL,NULL,NULL,NULL,NULL,0.2683,0.9363,NA,0.7679,NA,0.4008,0.0508,22165,246.0769383,0.902402241,0.790563017,NULL,52800,0.766478062,1,0.30369999999999997,0.19027716410749057,-0.19683844562843827,-0.38711560973592885
228787,974100,9741,The University of Texas at Dallas,Richardson,TX,www.utdallas.edu,www.collegeforalltexans.com/apps/CollegeMoney/,0,3,Public,12,0,0,0,0,0,0,0,0,0,NULL,550,670,600,700,NULL,NULL,610,650,NULL,25,31,24,32,26,32,NULL,NULL,28,28,29,NULL,1262,1262,0,0,0,0.0022,0.0127,0,0.038,0,0,0.0898,0,0.0221,0,0,0,0,0,0.1362,0.0087,0,0.0627,0,0,0,0.0185,0,0.0858,0,0.0206,0.0695,0,0,0,0,0.0608,0.0322,0.3245,0.0156,0,13042,0.4035,0.0636,0.1677,0.265,0.0021,0.002,0.0389,0.0432,0.014,0.185,1,11395,NULL,8801,8674,12559,15221,15098,NULL,NULL,NULL,NULL,NULL,0.354,0.8811,NA,0.5217,NA,0.5766,0.2376,19500,216.489975,0.848810215,0.63370024,NULL,49500,0.745915711,1,0.32339999999999997,0.12899792222237258,-0.1334461264369374,-0.26244404865931
228875,363600,3636,Texas Christian University,Fort Worth,TX,www.tcu.edu/,www.financialaid.tcu.edu/npc.asp,0,3,PrivateNonProfit,11,0,0,0,0,0,0,0,0,0,61,540,620,550,650,540,640,580,600,590,25,29,NULL,NULL,NULL,NULL,NULL,NULL,27,NULL,NULL,NULL,1206,1206,0.0129,0.0054,0,0,0.1643,0,0.0161,0,0.0596,0.0209,0,0.0124,0,0,0.0231,0.0349,0,0.0408,0.0038,0,0,0.0081,0.0086,0,0.0118,0,0.051,0.022,0.0059,0.0784,0,0,0,0,0.0564,0.1439,0.2089,0.0107,0,8597,0.738,0.0512,0.1059,0.0224,0.0098,0.0026,0.0077,0.0455,0.017,0.0335,1,NULL,31257,NULL,NULL,NULL,NULL,NULL,18556,21810,27483,31879,37511,0.1447,0.9021,NA,1,NA,0.3421,0.0521,22500,249.796125,0.91053787,0.756035619,NULL,49100,0.783637583,1,0.2373,-0.005946542141569266,0.006151595318864599,0.012098137460433865
228884,363800,3638,Texas College,Tyler,TX,www.texascollege.edu,www.texascollegeonline.net/FANetPC.asp,0,3,PrivateNonProfit,13,1,0,0,0,0,0,0,0,0,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0,0,0,0,0,0.0143,0,0.1,0,0,0,0,0,0.0214,0.2857,0,0.0357,0.0071,0,0,0.0643,0.0143,0,0,0,0,0.1643,0.0357,0.0571,0,0,0,0,0.0214,0,0.1786,0,0,945,0.0254,0.8614,0.1048,0.0011,0,0.0011,0.0011,0.0053,0,0.0148,1,NULL,16201,NULL,NULL,NULL,NULL,NULL,16407,15213,16802,17753,11824,1,0.3151,NA,NA,NA,0.9444,0.3203,29788,330.7078654,0.240829346,0.156462334,NULL,23300,0.386308074,0,0.057100000000000005,0.13017782468325761,-0.13466671518957712,-0.26484453987283474
