UNITID,OPEID,opeid6,INSTNM,CITY,STABBR,INSTURL,NPCURL,HCM2,PREDDEG,CONTROL,LOCALE,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,MENONLY,WOMENONLY,RELAFFIL,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,NPT4_PUB-AVERAGE-ANNUAL-COST,NPT4_PRIV,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP-REPORTED-GRAD-RATE,C200_L4_POOLED_SUPP,med_earnings_10yrs,gt_25k_p6,high_earning,prgm_prct_stem,ind_z_pre,ind_z_post,ind_z_shift
161299,204400,2044,Maine Maritime Academy,Castine,ME,www.mainemaritime.edu,npc.collegeboard.org/student/app/mainemaritime,0,3,Public,42,0,0,0,0,0,0,0,0,0,NULL,440,550,480,580,430,530,495,530,480,20,24,20,25,21,26,NULL,NULL,22,23,24,NULL,1026,1026,0,0,0,0,0,0,0,0,0,0.4469,0.1117,0,0,0,0,0,0,0.0559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2737,0,0,0.1117,0,0,994,0.9517,0.0091,0.007,0.008,0.002,0.001,0,0,0.0211,0.0151,1,19687,NULL,16638,16918,20017,20023,22278,NULL,NULL,NULL,NULL,NULL,0.288,0.7537,NA,NA,NA,0.7978,0.0765,27000,299.75535,0.925837321,0.75869591,NULL,74700,0.833855808,1,0.6145,-0.1749122668415312,0.17491226684153122,0.34982453368306243
161341,203300,2033,University of Maine at Presque Isle,Presque Isle,ME,www.umpi.edu/,www.umpi.edu/offices-services/financial-aid/net-price-calculator,0,3,Public,41,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0.0098,0,0,0,0,0,0,0.1707,0,0,0,0,0,0.0293,0.2146,0,0.0537,0.0195,0,0.0195,0.0439,0,0,0,0,0.0878,0.0293,0.0585,0.0049,0,0,0,0,0.0146,0.0537,0.1512,0.039,0,924,0.7944,0.013,0.0087,0.0022,0.0335,0,0.0238,0.0823,0.0422,0.2327,1,10867,NULL,8506,9313,12195,14161,13753,NULL,NULL,NULL,NULL,NULL,0.3636,0.5949,NA,0.4,NA,0.4429,0.3547,22012.5,244.3838756,0.690021231,0.337516625,NULL,27200,0.501369834,0,0.12689999999999999,-0.21013177058070698,0.21737769370417984,0.4275094642848868
161509,1167300,11673,Maine College of Art,Portland,ME,www.meca.edu,www.meca.edu/financial-aid,0,3,PrivateNonProfit,13,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,375,0.8107,0.0213,0.0507,0.016,0.0027,0.0027,0.0453,0.0053,0.0453,0.0373,1,NULL,29009,NULL,NULL,NULL,NULL,NULL,27262,27750,28196,29763,32011,0.4309,0.6341,NA,NA,NA,0.8211,0.0741,27000,299.75535,0.87804878,0.364862162,NULL,23700,0.31904763,0,0,0.038556686597238224,-0.03855668659723807,-0.0771133731944763
161873,210200,2102,University of Baltimore,Baltimore,MD,www.ubalt.edu,www.collegeportraits.org/MD/UB/estimator/agree,0,3,Public,11,0,0,0,0,0,0,0,0,0,NULL,430,530,410,510,400,510,480,460,455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,940,940,0,0.0015,0,0,0.0373,0.0612,0.0373,0,0,0,0,0,0,0.0478,0.0224,0,0,0,0,0,0.0493,0,0,0,0,0,0.0373,0.1164,0.0582,0.0343,0,0,0,0,0.003,0.0821,0.3791,0.0328,0,3479,0.3521,0.4622,0.0471,0.0443,0.0046,0.002,0.031,0.0216,0.0351,0.4076,1,16780,NULL,13639,17315,17854,21388,20987,NULL,NULL,NULL,NULL,NULL,0.4264,0.6744,NA,1,NA,0.5768,0.5085,20500,227.592025,0.684303351,0.3759,NULL,58000,0.824536383,1,0.1806,0.2809740092126798,-0.290662768151048,-0.5716367773637279
162061,143600,1436,Capitol College,Laurel,MD,www.capitol-college.edu,mycapitol.capitol-college.edu/ics/College_Offices/Financial_Aid_Office/NetPrice_Calculators.jnz,0,3,PrivateNonProfit,21,0,0,0,0,0,0,0,0,0,NULL,460,560,470,630,NULL,NULL,510,550,NULL,15,26,14,25,16,24,NULL,NULL,21,20,20,NULL,1042,1042,0,0,0,0,0,0,0.3036,0,0,0.5,0.0357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1607,0,0,430,0.4326,0.314,0.0791,0.0465,0.0023,0.0023,0.0395,0.0442,0.0395,0.2326,1,NULL,19406,NULL,NULL,NULL,NULL,NULL,20167,21720,17835,15341,17632,0.356,0.8154,NA,NA,NA,0.5351,0.2964,23000,255.34715,0.872180451,0.355586667,NULL,58900,0.772357702,1,0.8392999999999999,0.3993860501415767,-0.3993860501415772,-0.7987721002831538
162928,207700,2077,Johns Hopkins University,Baltimore,MD,www.jhu.edu,npc.collegeboard.org/student/app/jhu,0,3,PrivateNonProfit,11,0,0,0,0,0,0,0,0,0,NULL,650,740,670,770,660,750,695,720,705,30,34,30,34,29,35,8,10,32,32,32,9,1418,1418,0,0.0047,0,0.0053,0,0.0047,0.0183,0,0.0012,0.1845,0,0.0095,0,0,0.0302,6e-4,0,0.1549,0.0254,0,0.039,0,0.0053,0,0.0266,0,0.0343,0,0.0118,0.1467,0,0,0,0,0.0514,0.2022,0.0272,0.016,0,5932,0.4872,0.0556,0.1015,0.1861,0.0012,0.0007,0.0406,0.1043,0.0228,0.0158,1,NULL,26596,NULL,NULL,NULL,NULL,NULL,11547,8574,14927,25131,41745,0.1307,0.9704,NA,NA,NA,0.3918,0.0775,18500,205.387925,0.939569536,0.923162246,NULL,69200,0.851756632,1,0.6166,0.09215199977707683,-0.09215199977707723,-0.18430399955415405
163046,207800,2078,Loyola University Maryland,Baltimore,MD,www.loyola.edu,npc.collegeboard.org/student/app/loyola,0,3,PrivateNonProfit,11,0,0,0,0,0,0,0,0,0,30,540,627,560,640,NULL,NULL,584,600,NULL,25,29,24,29,24,27,NULL,NULL,27,27,26,NULL,1194,1194,0,0,0,0,0.1344,0,0.0035,0,0.0495,0.0165,0,0.0189,0,0,0.0483,0,0,0.0637,0.013,0,0.0472,0,0.0083,0,0.0059,0,0.0696,0,0,0.105,0,0,0,0,0.0094,0.0731,0.3019,0.0318,0,3972,0.7941,0.0506,0.0921,0.0302,0.002,0.0005,0.0214,0.0038,0.0053,0.0083,1,NULL,36046,NULL,NULL,NULL,NULL,NULL,23191,24248,25769,30186,44457,0.1414,0.8731,NA,NA,NA,0.5407,0.0072,27000,299.75535,0.947681332,0.842569714,NULL,62100,0.835425377,1,0.1757,0.1923624304069671,-0.19236243040696704,-0.38472486081393414
163204,1164400,11644,University of Maryland-University College,Adelphi,MD,www.umuc.edu,www.umuc.edu/students/aid/applyforaid/netpricecalc.cfm,0,3,Public,21,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0.0143,0,0.0033,0.0289,4e-4,0.2129,0,0,0,0,0.0015,0.0017,0.0281,0.0189,0.0992,0,0.0029,0,0,0.0131,0,0,0,0,0,0.0636,0.0667,0.004,0.0408,0,0,0,0,0,0.0058,0.3758,0.0181,0,26006,0.4236,0.2948,0.0944,0.0413,0.0044,0.0055,0.032,0.011,0.093,0.7733,1,9358,NULL,9358,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2391,0.3567,NA,0.1587,NA,0.3028,0.8279,21000,233.14305,0.655968735,0.037027273,NULL,50700,0.709983647,1,0.222,0.3514076709164009,-0.36352517681007035,-0.7149328477264713
163259,210400,2104,University of Maryland-Baltimore,Baltimore,MD,www.umaryland.edu,NULL,0,3,Public,11,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,738,0.5447,0.1436,0.0556,0.1504,0.0014,0.0014,0.0366,0.0352,0.0312,0.2561,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2005,NA,NA,NA,NA,0.5014,0.571,14500,160.979725,0.955958549,NULL,NULL,80400,0.944099367,1,1,0.11414200588090016,-0.11807793711817291,-0.23221994299907306
163268,210500,2105,University of Maryland-Baltimore County,Baltimore,MD,www.umbc.edu,www.umbc.edu/financialaid/netprice/index.htm,0,3,Public,21,0,0,0,0,0,0,0,0,0,NULL,540,640,570,670,530,640,590,620,585,24,29,NULL,NULL,NULL,NULL,NULL,NULL,27,NULL,NULL,NULL,1209,1209,0,0.0228,0,0.0135,0.0253,0,0.1614,0,8e-4,0.0587,0,0.0139,0,0,0.0313,0,0,0.1356,0.0224,0,0.0127,0,0.0059,0,0.0135,0,0.1183,0,0.0473,0.15,0,0,0,0,0.0722,0.0414,0.0186,0.0342,0,11012,0.4521,0.1594,0.0568,0.1983,0.0015,0.0015,0.036,0.0423,0.0522,0.1381,1,18539,NULL,13285,14727,19011,21043,21654,NULL,NULL,NULL,NULL,NULL,0.2695,0.8733,NA,0.6923,NA,0.4251,0.1515,21500,238.694075,0.86209467,0.625628431,NULL,53500,0.739877999,1,0.433,0.2685585741717375,-0.27781921466041815,-0.5463777888321557
163286,210300,2103,University of Maryland-College Park,College Park,MD,www.umd.edu,npc.collegeboard.org/student/app/umd,0,3,Public,21,0,0,0,0,0,0,0,0,0,NULL,580,690,620,730,NULL,NULL,635,675,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1310,1310,0.0283,0.0067,0.0089,0.0155,0.0592,0,0.0383,0,0.0487,0.1145,0,0.0254,0.0228,0,0.0357,1e-4,0,0.0945,0.0165,0,0.0018,0.035,0.0067,0,0.0189,0,0.0453,0,0,0.1722,0,0,0,0,0.0309,0.0121,0.1352,0.0268,0,26045,0.5368,0.1249,0.0887,0.1557,0.0012,0.0008,0.0362,0.0304,0.0253,0.0632,1,16299,NULL,7901,11394,15134,19364,21252,NULL,NULL,NULL,NULL,NULL,0.1907,0.9468,NA,0.8,NA,0.3581,0.0734,19500,216.489975,0.915186722,0.830755683,NULL,59100,0.796203375,1,0.2948,0.1833064853732006,-0.18962739866193196,-0.37293388403513256
163295,208000,2080,Maryland Institute College of Art,Baltimore,MD,www.mica.edu,mica.studentaidcalculator.com/survey.aspx,0,3,PrivateNonProfit,11,0,0,0,0,0,0,0,0,0,NULL,540,670,510,630,530,650,605,570,590,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1175,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1892,0.5423,0.0523,0.0592,0.1173,0.0032,0.0016,0.0502,0.0782,0.0957,0.0703,1,NULL,35607,NULL,NULL,NULL,NULL,NULL,26150,34194,35202,38200,39801,0.2429,0.8257,NA,0,NA,0.6126,0.0839,27000,299.75535,0.908408408,0.717386957,NULL,31400,0.51119405,0,0,0.015746288070264305,-0.015746288070264305,-0.03149257614052861
163462,208600,2086,Mount St Mary's University,Emmitsburg,MD,www.msmary.edu,npc.collegeboard.org/student/app/msmary,0,3,PrivateNonProfit,31,0,0,0,0,0,0,0,0,0,30,500,600,490,580,490,590,550,535,540,17,23,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,1060,1060,0,0.0048,0,0,0.063,0,0.0218,0,0.0799,0,0,0.0073,0,0,0.046,0,0,0.0969,0.0121,0,0.0242,0.0412,0.0242,0.0194,0.0073,0,0.0654,0,0,0.1598,0,0,0,0,0.0121,0,0.276,0.0387,0,1729,0.734,0.0954,0.0931,0.0191,0.0012,0.0023,0.0307,0.0104,0.0139,0.0457,1,NULL,26589,NULL,NULL,NULL,NULL,NULL,18556,24601,25172,28528,28676,0.2269,0.7785,NA,NA,NA,0.6374,0.0781,27000,299.75535,0.913043478,0.661369108,NULL,50300,0.762863517,1,0.1381,-0.33613546736832917,0.3361354673683293,0.6722709347366584
163578,206500,2065,Notre Dame of Maryland University,Baltimore,MD,www.ndm.edu,www.ndm.edu/financialaid/,0,3,PrivateNonProfit,11,0,0,0,0,0,0,0,0,1,30,470,590,460,560,NULL,NULL,530,510,NULL,20,23,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,1036,1036,0,0,0,0,0.0222,0,0.0083,0,0,0,0,0.0056,0,0,0.025,0.125,0,0.0333,0.0083,0,0.1139,0,0.0083,0,0.025,0,0.0111,0,0.0056,0.0167,0,0,0,0,0.0139,0.4806,0.0889,0.0083,0,1220,0.5738,0.2828,0.0557,0.0541,0.0098,0.0041,0,0.0123,0.0074,0.5697,1,NULL,20579,NULL,NULL,NULL,NULL,NULL,16549,21869,20857,23029,26469,0.3024,0.7188,NA,NA,NA,0.5355,0.6175,27500,305.306375,0.779929577,0.504362609,NULL,48800,0.768456399,1,0.5555,0.28233940814212527,-0.28233940814212505,-0.5646788162842503
163912,209500,2095,St Mary's College of Maryland,St. Mary's City,MD,www.smcm.edu,www.smcm.edu/financialaid/npcalc.htm,0,3,Public,23,0,0,0,0,0,0,0,0,0,NULL,570,670,540,650,540,650,620,595,595,25,30,24,31,24,28,NULL,NULL,28,28,26,NULL,1221,1221,0,0,0,0.0044,0,0,0.0333,0,0,0,0,0.02,0,0,0.1089,0,0,0.1178,0.0578,0,0.0133,0,0.0289,0,0.0422,0,0.16,0,0.0311,0.2422,0,0,0,0,0.0778,0,0,0.0622,0,1794,0.7453,0.0797,0.0647,0.0262,0.0017,0,0.0412,0.0145,0.0268,0.0201,1,20616,NULL,7806,11209,16717,22443,26099,NULL,NULL,NULL,NULL,NULL,0.152,0.8998,NA,NA,NA,0.4135,0.0286,21671.5,240.5980766,0.934456929,0.799337668,NULL,48200,0.66583544,1,0.2511,-0.17126018161701959,0.177165705121055,0.3484258867380746
163921,2127900,21279,Sojourner-Douglass College,Baltimore,MD,www.sdc.edu,www.sdc.edu,1,3,PrivateNonProfit,11,0,1,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127,0,0,0,0,0,0,0,0,0.1271,0,0.3983,0,0,0,0,0,0,0.4619,0,0,0,1037,0.0318,0.8824,0.0058,0.0029,0.001,0,0,0.0762,0,0.4889,1,NULL,22050,NULL,NULL,NULL,NULL,NULL,22047,22049,22090,22151,NULL,0.7078,0.4348,NA,0.1538,NA,0.831,0.8679,35500,394.122775,0.329317269,0.205351786,NULL,34100,0.581655502,0,0.47459999999999997,0.5458314463999618,-0.5646532204137535,-1.1104846668137154
164076,209900,2099,Towson University,Towson,MD,www.towson.edu,www.towson.edu/main/finaid/netpricecalculator/npcalc.asp,0,3,Public,13,0,0,0,0,0,0,0,0,0,NULL,490,580,500,590,500,580,535,545,540,21,25,21,25,21,25,7,8,23,23,23,8,1078,1078,0,0,0,0.0048,0.0755,0.0316,0.034,0,0.1203,0,0,0.0048,0.0022,0,0.0326,0,0,0.0506,0.0125,0,0.0089,0.0521,0.0053,0,0.0178,0,0.0832,0.0024,0.0265,0.11,0,0,0,0,0.0586,0.1092,0.1372,0.0198,0,18534,0.6521,0.1526,0.0521,0.0478,0.0018,0.0009,0.0349,0.0203,0.0375,0.1092,1,16133,NULL,9455,10892,14499,19588,20552,NULL,NULL,NULL,NULL,NULL,0.2498,0.8603,NA,1,NA,0.5047,0.1126,19000,210.93895,0.877104745,0.656359865,NULL,49500,0.75282526,1,0.25570000000000004,0.019832809172760358,-0.020516699144234624,-0.04034950831699498
164173,210700,2107,Stevenson University,Stevenson,MD,www.stevenson.edu,www.stevenson.edu/admissions/finaid/calculator.asp,0,3,PrivateNonProfit,41,0,0,0,0,0,0,0,0,0,NULL,440,540,450,560,450,540,490,505,495,18,23,16,22,17,23,NULL,NULL,21,19,20,NULL,990,990,0,0,0,0,0,0,0.0553,0,0.0695,0,0,0,0.0454,0.0482,0.0099,0,0,0.0496,0.0071,0,0.053900000000000003,0,0,0,0.0199,0,0.0496,0.0411,0,0,0,0,0,0,0.061,0.2809,0.1986,0.0099,0,3923,0.5758,0.2766,0.041,0.0288,0.0018,0.0023,0.0237,0.0033,0.0466,0.1619,1,NULL,25021,NULL,NULL,NULL,NULL,NULL,16577,19792,23325,27673,29757,0.303,0.7477,NA,0,NA,0.6099,0.1654,25000,277.55125,0.846351931,0.60389166,NULL,51400,0.734434545,1,0.4128,0.16147663580423594,-0.16704479565955438,-0.3285214314637903
164216,210800,2108,Washington College,Chestertown,MD,www.washcoll.edu,washcoll.studentaidcalculator.com/survey.aspx,0,3,PrivateNonProfit,32,0,0,0,0,0,0,0,0,0,NULL,520,640,520,640,510,610,580,580,560,24,29,NULL,NULL,NULL,NULL,NULL,NULL,27,NULL,NULL,NULL,1168,1168,0,0.0675,0,0,0,0,0.0193,0,0,0,0,0.0096,0,0,0.0772,0.0386,0,0.0997,0.0322,0,0,0,0.0064,0,0.0418,0,0.0997,0,0,0.2605,0,0,0,0,0.0322,0,0.164,0.0514,0,1424,0.7872,0.033,0.0365,0.0126,0.0014,0,0.0232,0.0639,0.0421,0.0091,1,NULL,30255,NULL,NULL,NULL,NULL,NULL,17805,18594,25068,28784,35721,0.1488,0.8086,NA,NA,NA,0.6872,0.0182,27000,299.75535,0.918918919,0.685533962,NULL,48300,0.755813956,1,0.193,0.1368436659100391,-0.14156241301038555,-0.2784060789204247
164465,211500,2115,Amherst College,Amherst,MA,www.amherst.edu,npc.collegeboard.org/student/app/amherst,0,3,PrivateNonProfit,21,0,0,0,0,0,0,0,0,0,NULL,670,760,680,770,670,760,715,725,715,30,34,31,35,29,34,NULL,NULL,32,33,32,NULL,1434,1434,0,0.0272,0.0032,0.0832,0,0,0.0256,0,0,0,0,0.0592,0,0.0224,0.0672,0,0,0.0992,0.056,0,0.0096,0,0.0368,0,0.0608,0,0.0576,0,0,0.2448,0,0,0,0,0.0624,0,0,0.0848,0,1785,0.4174,0.1165,0.1283,0.1255,0.0011,0,0.056,0.0958,0.0594,0,1,NULL,19449,NULL,NULL,NULL,NULL,NULL,1936,8389,10016,20930,40162,0.1998,0.9762,NA,NA,NA,0.1321,0.0123,11185.5,124.1819803,0.926701571,0.952425,NULL,56800,0.663461566,1,0.2416,-0.1544036018013412,0.16543243050143658,0.3198360323027778
164562,211800,2118,Assumption College,Worcester,MA,www.assumption.edu,www.assumption.edu/admissions/undergraduate/financialAid/tuitionfees.aspx,0,3,PrivateNonProfit,12,0,0,0,0,0,0,0,0,0,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0.0041,0,0,0.0487,0,0.0122,0,0,0,0,0.0061,0,0.002,0.1095,0.0142,0,0.0811,0.0162,0,0.0041,0,0.0061,0.002,0.0101,0,0.0953,0,0,0.1339,0,0,0,0,0.0264,0.1075,0.2698,0.0507,0,2181,0.7066,0.0454,0.0715,0.0197,0.0018,0,0.0165,0.0105,0.1279,0.0757,1,NULL,25663,NULL,NULL,NULL,NULL,NULL,17214,20907,22110,25677,30520,0.2297,0.8336,NA,NA,NA,0.7146,0.0781,27000,299.75535,0.939554613,0.737619149,NULL,52800,0.801925719,1,0.2271,0.13975721906328203,-0.14973987756780227,-0.2894970966310843
164580,212100,2121,Babson College,Wellesley,MA,www.babson.edu,www.babson.edu,0,3,PrivateNonProfit,21,0,0,0,0,0,0,0,0,0,NULL,550,640,610,710,570,670,595,660,620,26,30,25,30,26,31,NULL,NULL,28,28,29,NULL,1258,1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2106,0.3898,0.0423,0.0997,0.1168,0.0019,0,0.0223,0.2635,0.0636,0,1,NULL,28057,NULL,NULL,NULL,NULL,NULL,19718,16899,23077,27439,42299,0.1613,0.9489,NA,NA,NA,0.3737,0.009,27000,299.75535,0.98206278,0.90403683,NULL,85500,0.894348919,1,0,0.024107639901015176,-0.025829614179658778,-0.049937254080673954
164739,212400,2124,Bentley University,Waltham,MA,www.bentley.edu,npc.collegeboard.org/student/app/bentley,0,3,PrivateNonProfit,13,0,0,0,0,0,0,0,0,0,NULL,540,630,600,680,550,650,585,640,600,26,30,NULL,NULL,NULL,NULL,NULL,NULL,28,NULL,NULL,NULL,1234,1234,0,0,0,0,0.0074,0,0.037,0,0,0,0,0,0,0,9e-4,9e-4,0,0,0.0111,0,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.938,9e-4,0,4172,0.6146,0.0295,0.0686,0.0803,0.001,0,0.0177,0.1453,0.0431,0.0218,1,NULL,29886,NULL,NULL,NULL,NULL,NULL,19464,21722,20996,26204,39304,0.1554,0.9355,NA,NA,NA,0.5074,0.0231,27000,299.75535,0.977186312,0.857390547,NULL,74900,0.906995893,1,0.0481,0.012680623331260217,-0.013586382140636054,-0.02626700547189627
164748,212600,2126,Berklee College of Music,Boston,MA,www.berklee.edu,www.berklee.edu/financial-aid/cost-of-attendance.html,0,3,PrivateNonProfit,11,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0,0,0,0,0.1481,0,0,0.0268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794,0.0311,0,0,0,4402,0.3866,0.0534,0.0888,0.0338,0.0011,0.0018,0.0404,0.3105,0.0834,0.1027,1,NULL,43018,NULL,NULL,NULL,NULL,NULL,41445,39189,41248,42690,47014,0.1889,0.7986,NA,0.5,NA,0.418,0.1479,27000,299.75535,0.813453537,0.542561878,NULL,30300,0.409722209,0,0.1792,0.39708686305734137,-0.42545021041858,-0.8225370734759214
164924,212800,2128,Boston College,Chestnut Hill,MA,www.bc.edu,npc.collegeboard.org/student/app/bc,0,3,PrivateNonProfit,13,0,0,0,0,0,0,0,0,0,30,620,710,650,740,640,730,665,695,685,30,33,29,34,28,33,8,10,32,32,31,9,1375,1375,0,0.0076,0,4e-4,0.0782,0,0.0172,0,0.0433,0,0,0.0109,0,0,0.0665,0,0,0.0862,0.0261,0,0.0273,0,0.0189,0.0076,0.0177,0,0.1165,0,0,0.1708,0,0,0,0,0.0181,0.0387,0.2024,0.0454,0,9465,0.5797,0.0432,0.1055,0.0937,0.0007,0.0003,0.028,0.052,0.0968,0.0127,1,NULL,33070,NULL,NULL,NULL,NULL,NULL,15622,17159,23085,31577,47048,0.1371,0.9484,NA,0.8182,NA,0.4131,0.024,19000,210.93895,0.953187251,0.917417661,NULL,67000,0.873678625,1,0.1859,0.31088729798825177,-0.3330935335588411,-0.6439808315470928
164933,212900,2129,The Boston Conservatory,Boston,MA,www.bostonconservatory.edu,www.bostonconservatory.edu/financial-aid,0,3,PrivateNonProfit,11,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,545,0.4202,0.0514,0.0349,0.055,0.0073,0.0037,0.0477,0,0.3798,0.0092,1,NULL,43952,NULL,NULL,NULL,NULL,NULL,35474,34587,44525,39656,49245,0.1958,0.8029,NA,NA,NA,0.5551,0.0165,27000,299.75535,0.869565217,0.65744083,NULL,27500,0.338235289,0,0,-0.11470957053154147,0.11866507296366355,0.23337464349520504
164988,213000,2130,Boston University,Boston,MA,www.bu.edu,www.bu.edu/finaid/eligibility/calculated_need.html,0,3,PrivateNonProfit,11,0,0,0,0,0,0,0,0,0,NULL,570,670,610,720,600,690,620,665,645,26,30,26,32,25,30,8,9,28,29,28,9,1279,1279,0,0,0.0022,0.0034,0.1481,0,0.012,0,0.0263,0.068,0,0.0113,0,0,0.0231,0,0,0.0779,0.0106,0,0.029,0,0.0079,0,0.0145,0,0.0661,0.0034,0,0.1606,0,0,0,0,0.0469,0.0855,0.1825,0.0206,0,16460,0.4733,0.0323,0.0928,0.1326,0.0007,0.001,0.0376,0.1586,0.071,0.0258,1,NULL,34603,NULL,NULL,NULL,NULL,NULL,23783,23262,27248,32141,44602,0.1487,0.9279,NA,NA,NA,0.4235,0.0317,27000,299.75535,0.946090335,0.841964471,NULL,60600,0.805137515,1,0.2685,0.3009007132314906,-0.32239362131945515,-0.6232943345509457
